"filename", "language", "YAML", "Groovy", "Properties", "Dart", "Markdown", "XML", "Go", "Swift", "GraphQL", "C++", "JSON", "Go Checksum File", "Go Module File", "comment", "blank", "total"
"/Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/graphql_api.graphql.g.dart", "Dart", 0, 0, 0, 1100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 151, 1256
"/Users/juanma/development/golang/happ/happ_client/lib/src/api/graphql/upload_serializer.dart", "Dart", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9
"/Users/juanma/development/golang/happ/happ_client/lib/src/client/client.dart", "Dart", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/juanma/development/golang/happ/happ_client/lib/src/client/customLink.dart", "Dart", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 93
"/Users/juanma/development/golang/happ/happ_client/lib/src/models/customMultipartFile.dart", "Dart", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 51
"/Users/juanma/development/golang/happ/happ_client/lib/src/repos/eventRepo.dart", "Dart", 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 177
"/Users/juanma/development/golang/happ/happ_client/lib/src/repos/userRepo.dart", "Dart", 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24, 155
"/Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/acceptInvitation/acceptInvitation.dart", "Dart", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 28
"/Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/acceptInvitation/acceptInvitationState.dart", "Dart", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25
"/Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/addRemove/addRemove.dart", "Dart", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 5, 70
